transcript_id	gene_id	gene_name	transcript_name	biotype	mapped_reads	explained_reads	mean_best_identity	mean_best_query_cov
ENST00000341068.8	ENSG00000153107.13	ANAPC1	ANAPC1-201	protein_coding	1	0	1.0	0.4266304347826087
ENST00000292896.3	ENSG00000213931.7	HBE1	HBE1-201	protein_coding	1	0	1.0	0.4263565891472868
ENST00000623646.3	ENSG00000185942.13	NKAIN3	NKAIN3-205	protein_coding	1	0	0.36065573770491804	0.4263322884012539
ENST00000389063.3	ENSG00000172795.17	DCP2	DCP2-201	protein_coding	1	0	0.8857644991212654	0.4259954921111946
ENST00000261192.12	ENSG00000060982.15	BCAT1	BCAT1-201	protein_coding	1	0	0.8326693227091634	0.42542372881355933
ENST00000340857.4	ENSG00000189060.6	H1-0	H1-0-201	protein_coding	1	0	0.8994974874371859	0.4252136752136752
ENST00000315249.11	ENSG00000092871.17	RFFL	RFFL-201	protein_coding	1	0	0.9802371541501976	0.42449664429530204
ENST00000461007.6	ENSG00000182484.15	WASH6P	WASH6P-204	retained_intron	1	0	0.3724137931034483	0.4239766081871345
ENST00000222690.10	ENSG00000105968.19	H2AZ2	H2AZ2-201	protein_coding	1	0	1.0	0.42391304347826086
ENST00000497015.5	ENSG00000116350.18	SRSF4	SRSF4-204	retained_intron	1	0	0.8487394957983193	0.4230769230769231
ENST00000252444.10	ENSG00000130164.16	LDLR	LDLR-201	protein_coding	1	0	0.8056603773584906	0.42231075697211157
ENST00000682588.1	ENSG00000143970.18	ASXL2	ASXL2-207	protein_coding_CDS_not_defined	1	0	0.9545454545454546	0.422283356258597
ENST00000639284.1	ENSG00000113851.16	CRBN	CRBN-214	protein_coding	1	0	0.6622222222222223	0.42213883677298314
ENST00000372692.8	ENSG00000119335.18	SET	SET-204	protein_coding	1	0	1.0	0.421875
ENST00000378455.8	ENSG00000183337.18	BCOR	BCOR-203	protein_coding	1	0	1.0	0.42139737991266374
ENST00000315368.8	ENSG00000053900.11	ANAPC4	ANAPC4-201	protein_coding	1	0	1.0	0.4213953488372093
ENST00000711014.1	ENSG00000250337.11	PURPL	PURPL-269	lncRNA	1	0	0.9515738498789347	0.4212678936605317
ENST00000783048.1	ENSG00000251562.13	MALAT1	MALAT1-270	lncRNA	1	0	1.0	0.4212218649517685
ENST00000493091.5	ENSG00000121716.21	PILRB	PILRB-211	retained_intron	1	0	1.0	0.42075736325385693
ENST00000684484.1	ENSG00000173212.5	MAB21L3	MAB21L3-204	protein_coding	1	0	0.9453551912568307	0.4206896551724138
ENST00000297323.12	ENSG00000164742.16	ADCY1	ADCY1-201	protein_coding	1	0	0.9556135770234987	0.4205298013245033
ENST00000396859.5	ENSG00000111640.15	GAPDH	GAPDH-204	protein_coding	1	0	1.0	0.4196078431372549
ENST00000482541.2	ENSG00000112237.13	CCNC	CCNC-204	protein_coding	1	0	0.8513513513513513	0.41954022988505746
ENST00000582539.5	ENSG00000153339.15	TRAPPC8	TRAPPC8-211	protein_coding	1	0	1.0	0.41935483870967744
ENST00000690968.2	ENSG00000293320.1	ENSG00000293320	ENST00000690968	lncRNA	1	0	0.9621212121212122	0.4192521877486078
ENST00000635817.2	ENSG00000172421.10	EFCAB3	EFCAB3-205	protein_coding_CDS_not_defined	1	0	0.7724137931034483	0.41887905604719766
ENST00000814306.1	ENSG00000305953.1	ENSG00000305953	ENST00000814306	lncRNA	1	0	0.4712041884816754	0.41813898704358066
ENST00000380876.5	ENSG00000205609.13	EIF3CL	EIF3CL-201	protein_coding	1	0	0.9657701711491442	0.4180327868852459
ENST00000627783.2	ENSG00000172403.11	SYNPO2	SYNPO2-207	protein_coding	1	0	0.948905109489051	0.4176829268292683
ENST00000578201.5	ENSG00000108469.15	RECQL5	RECQL5-206	protein_coding	1	0	0.5523385300668151	0.41750358680057387
ENST00000259253.11	ENSG00000136731.13	UGGT1	UGGT1-201	protein_coding	1	0	1.0	0.4173728813559322
ENST00000574045.5	ENSG00000186260.17	MRTFB	MRTFB-209	protein_coding	1	0	0.9776951672862454	0.4172494172494173
ENST00000300933.9	ENSG00000167460.18	TPM4	TPM4-201	nonsense_mediated_decay	1	0	0.8154269972451791	0.41705069124423966
ENST00000373609.1	ENSG00000084652.16	TXLNA	TXLNA-201	protein_coding	1	0	0.8107142857142857	0.4166666666666667
ENST00000399256.4	ENSG00000084674.15	APOB	APOB-202	protein_coding	1	0	0.7167487684729064	0.41649484536082476
ENST00000769576.1	ENSG00000226067.8	LINC00623	LINC00623-325	lncRNA	1	0	0.9397590361445783	0.41638795986622074
ENST00000564754.7	ENSG00000103994.18	ZNF106	ZNF106-202	protein_coding	1	0	0.9548387096774194	0.4144385026737968
ENST00000464112.5	ENSG00000198755.11	RPL10A	RPL10A-202	protein_coding_CDS_not_defined	1	0	1.0	0.4139194139194139
ENST00000553424.5	ENSG00000241399.7	CD302	CD302-204	protein_coding	1	0	0.9291666666666667	0.41237113402061853
ENST00000694907.2	ENSG00000124383.11	MPHOSPH10	MPHOSPH10-206	nonsense_mediated_decay	1	0	0.9461077844311377	0.4123456790123457
ENST00000438962.1	ENSG00000099917.17	MED15	MED15-213	protein_coding	1	0	0.7890625	0.41233766233766234
ENST00000380753.9	ENSG00000151632.18	AKR1C2	AKR1C2-201	protein_coding	1	0	1.0	0.41194029850746267
ENST00000608266.2	ENSG00000273391.2	ENSG00000273391	ENST00000608266	lncRNA	1	0	0.9276315789473685	0.41192411924119243
ENST00000304056.9	ENSG00000170852.12	KBTBD2	KBTBD2-201	protein_coding	1	0	0.9747474747474747	0.41164241164241167
ENST00000618078.1	ENSG00000094916.16	CBX5	CBX5-206	protein_coding_CDS_not_defined	1	0	0.9028871391076115	0.4115566037735849
ENST00000375743.9	ENSG00000116809.12	ZBTB17	ZBTB17-202	protein_coding	1	0	0.8605769230769231	0.4109452736318408
ENST00000658265.1	ENSG00000251136.12	PARAIL	PARAIL-214	lncRNA	1	0	0.7635983263598326	0.4108996539792388
ENST00000309579.7	ENSG00000173915.16	ATP5MK	ATP5MK-201	protein_coding	1	0	0.947565543071161	0.4104938271604938
ENST00000447192.1	ENSG00000231135.9	MDC1	MDC1-248	protein_coding	1	0	1.0	0.4103831891223733
ENST00000353364.7	ENSG00000135655.16	USP15	USP15-203	protein_coding	1	0	0.9517684887459807	0.4102902374670185
ENST00000373075.6	ENSG00000163875.16	MEAF6	MEAF6-204	protein_coding	1	0	1.0	0.41002277904328016
ENST00000469543.5	ENSG00000026025.16	VIM	VIM-203	nonsense_mediated_decay	1	0	0.9385474860335196	0.4096109839816934
ENST00000670600.1	ENSG00000253853.4	ENSG00000253853	ENST00000670600	lncRNA	1	0	0.7567140600315956	0.4095701540957015
ENST00000441692.5	ENSG00000125676.20	THOC2	THOC2-208	protein_coding	1	0	0.9069767441860465	0.4095238095238095
ENST00000674703.1	ENSG00000084073.10	ZMPSTE24	ZMPSTE24-205	nonsense_mediated_decay	1	0	0.9786324786324786	0.4094903339191564
ENST00000514057.1	ENSG00000248527.1	MTATP6P1	MTATP6P1-201	unprocessed_pseudogene	1	0	0.9387755102040817	0.40947075208913647
ENST00000257857.9	ENSG00000135404.12	CD63	CD63-201	protein_coding	1	0	0.9478908188585607	0.4094165813715456
ENST00000370645.9	ENSG00000174021.12	GNG5	GNG5-202	protein_coding	1	0	0.9837067209775967	0.4093567251461988
ENST00000545856.8	ENSG00000196504.21	PRPF40A	PRPF40A-212	protein_coding	1	0	0.948051948051948	0.4092526690391459
ENST00000555762.1	ENSG00000089737.19	DDX24	DDX24-206	retained_intron	1	0	0.8033707865168539	0.4092485549132948
ENST00000580396.1	ENSG00000108582.12	CPD	CPD-204	retained_intron	1	0	0.2517123287671233	0.40870786516853935
ENST00000671672.2	ENSG00000186960.15	LINC01551	LINC01551-209	lncRNA	1	0	0.5683060109289617	0.40848214285714285
ENST00000375340.10	ENSG00000072501.19	SMC1A	SMC1A-202	protein_coding	1	0	1.0	0.40846994535519127
ENST00000671017.1	ENSG00000287452.3	ENSG00000287452	ENST00000671017	lncRNA	1	0	0.2222222222222222	0.4081145584725537
ENST00000467167.5	ENSG00000114491.14	UMPS	UMPS-204	nonsense_mediated_decay	1	0	1.0	0.4077201447527141
ENST00000466333.5	ENSG00000169679.15	BUB1	BUB1-207	retained_intron	1	0	1.0	0.4075993091537133
ENST00000500444.3	ENSG00000246596.8	SIMC1P1	SIMC1P1-201	transcribed_unprocessed_pseudogene	1	0	0.9913294797687862	0.4068396226415094
ENST00000642953.1	ENSG00000101596.17	SMCHD1	SMCHD1-214	nonsense_mediated_decay	1	0	1.0	0.40669856459330145
ENST00000395699.5	ENSG00000146676.10	PURB	PURB-201	protein_coding	1	0	0.8693181818181818	0.4066193853427896
ENST00000541488.1	ENSG00000253729.9	PRKDC	PRKDC-210	retained_intron	1	0	1.0	0.4057971014492754
ENST00000368433.5	ENSG00000160688.19	FLAD1	FLAD1-207	protein_coding	1	0	1.0	0.40529531568228105
ENST00000303714.9	ENSG00000169604.21	ANTXR1	ANTXR1-201	protein_coding	1	0	1.0	0.40522875816993464
ENST00000695789.1	ENSG00000117335.21	CD46	CD46-232	retained_intron	1	0	0.9818181818181818	0.4050073637702504
ENST00000454591.6	ENSG00000093144.19	ECHDC1	ECHDC1-209	protein_coding	1	0	1.0	0.4049904030710173
ENST00000323578.13	ENSG00000177830.18	CHID1	CHID1-201	protein_coding	1	0	1.0	0.40476190476190477
ENST00000671730.1	ENSG00000156671.15	SAMD8	SAMD8-205	protein_coding	1	0	0.934640522875817	0.40476190476190477
ENST00000617489.2	ENSG00000251562.13	MALAT1	MALAT1-210	lncRNA	1	0	0.9849785407725322	0.4046997389033943
ENST00000620466.4	ENSG00000116127.20	ALMS1	ALMS1-207	retained_intron	1	0	1.0	0.4046639231824417
ENST00000339995.11	ENSG00000110321.19	EIF4G2	EIF4G2-201	protein_coding	1	0	0.5970588235294118	0.40405244338498214
ENST00000472258.1	ENSG00000114857.19	NKTR	NKTR-213	retained_intron	1	0	1.0	0.403954802259887
ENST00000781556.1	ENSG00000301761.1	ENSG00000301761	ENST00000781556	lncRNA	1	0	0.73568281938326	0.40391459074733094
ENST00000655136.1	ENSG00000253103.3	LINC01609	LINC01609-207	lncRNA	1	0	0.47642679900744417	0.4032753326509724
ENST00000602564.5	ENSG00000140983.15	RHOT2	RHOT2-227	retained_intron	1	0	0.9787234042553191	0.4031141868512111
ENST00000678890.1	ENSG00000108654.16	DDX5	DDX5-241	retained_intron	1	0	1.0	0.402834008097166
ENST00000262293.9	ENSG00000068489.13	PRR11	PRR11-201	protein_coding	1	0	0.8245614035087719	0.40161453077699294
ENST00000481202.5	ENSG00000025293.17	PHF20	PHF20-211	protein_coding_CDS_not_defined	1	0	0.9959839357429718	0.40129449838187703
ENST00000428425.1	ENSG00000114503.11	NCBP2	NCBP2-205	nonsense_mediated_decay	1	0	1.0	0.401123595505618
ENST00000521580.3	ENSG00000163866.9	SMIM12	SMIM12-206	protein_coding	1	0	1.0	0.4009546539379475
ENST00000609742.3	ENSG00000150093.20	ITGB1	ITGB1-219	protein_coding	1	0	1.0	0.4009111617312073
ENST00000714475.1	ENSG00000132612.17	VPS4A	VPS4A-208	nonsense_mediated_decay	1	0	0.8433734939759037	0.40048543689320387
ENST00000462159.1	ENSG00000156876.10	SASS6	SASS6-202	protein_coding_CDS_not_defined	1	0	0.9668508287292817	0.4004424778761062
ENST00000369449.7	ENSG00000155962.13	CLIC2	CLIC2-202	protein_coding	1	0	0.9084507042253521	0.4
ENST00000495499.1	ENSG00000136238.20	RAC1	RAC1-205	retained_intron	1	0	1.0	0.4
ENST00000591462.6	ENSG00000130175.10	PRKCSH	PRKCSH-212	protein_coding	1	0	0.9444444444444444	0.4
ENST00000614327.2	ENSG00000166598.16	HSP90B1	HSP90B1-210	protein_coding	1	0	1.0	0.4
ENST00000718281.1	ENSG00000187837.5	H1-2	H1-2-202	protein_coding	1	0	0.9452054794520548	0.4
ENST00000480614.1	ENSG00000112715.26	VEGFA	VEGFA-212	retained_intron	1	0	0.9820971867007673	0.3997955010224949
ENST00000513584.1	ENSG00000138668.20	HNRNPD	HNRNPD-209	nonsense_mediated_decay	1	0	1.0	0.399702823179792
ENST00000638183.1	ENSG00000197563.11	PIGN	PIGN-221	protein_coding	1	0	0.49107142857142855	0.39928698752228164
ENST00000542506.5	ENSG00000149485.19	FADS1	FADS1-216	protein_coding	1	0	0.9458483754512635	0.39913544668587897
ENST00000339950.5	ENSG00000162607.13	USP1	USP1-201	protein_coding	1	0	0.8647058823529412	0.3985594237695078
ENST00000684400.1	ENSG00000106462.12	EZH2	EZH2-218	retained_intron	1	0	0.9836065573770492	0.39834710743801655
ENST00000426837.6	ENSG00000047849.22	MAP4	MAP4-207	protein_coding	1	0	1.0	0.3981945837512538
ENST00000610520.5	ENSG00000156508.20	EEF1A1	EEF1A1-211	protein_coding	1	0	1.0	0.3979933110367893
ENST00000564464.1	ENSG00000259891.1	ENSG00000259891	ENST00000564464	lncRNA	1	0	0.7757575757575758	0.39759036144578314
ENST00000356956.6	ENSG00000197081.16	IGF2R	IGF2R-201	protein_coding	1	0	0.9723926380368099	0.3975609756097561
ENST00000457389.6	ENSG00000198315.11	ZKSCAN8	ZKSCAN8-202	protein_coding	1	0	1.0	0.39748953974895396
ENST00000592643.5	ENSG00000132475.10	H3-3B	H3-3B-212	protein_coding	1	0	0.8888888888888888	0.3974025974025974
ENST00000366513.9	ENSG00000162852.14	CNST	CNST-203	protein_coding	1	0	1.0	0.3973509933774834
ENST00000368209.9	ENSG00000143321.19	HDGF	HDGF-203	protein_coding	1	0	1.0	0.39615384615384613
ENST00000707254.1	ENSG00000291356.1	IARS1	IARS1-249	nonsense_mediated_decay	1	0	0.9515151515151515	0.3961352657004831
ENST00000343043.7	ENSG00000132676.16	DAP3	DAP3-201	protein_coding	1	0	1.0	0.39603960396039606
ENST00000274140.10	ENSG00000145495.17	MARCHF6	MARCHF6-201	protein_coding	1	0	0.9964664310954063	0.3958041958041958
ENST00000291295.14	ENSG00000160014.17	CALM3	CALM3-201	protein_coding	1	0	1.0	0.3956262425447316
ENST00000776740.1	ENSG00000287284.2	ENSG00000287284	ENST00000776740	lncRNA	1	0	0.36082474226804123	0.3946784922394678
ENST00000515768.6	ENSG00000113712.19	CSNK1A1	CSNK1A1-207	protein_coding	1	0	0.990909090909091	0.3945945945945946
ENST00000255674.11	ENSG00000176225.15	RTTN	RTTN-201	protein_coding	1	0	0.9595959595959596	0.3944223107569721
ENST00000557924.5	ENSG00000137776.17	SLTM	SLTM-212	nonsense_mediated_decay	1	0	0.9611650485436893	0.3942307692307692
ENST00000343677.4	ENSG00000187837.5	H1-2	H1-2-201	protein_coding	1	0	0.9192825112107623	0.39421338155515373
ENST00000677048.1	ENSG00000142541.18	RPL13A	RPL13A-217	retained_intron	1	0	1.0	0.39416745061147695
ENST00000369974.6	ENSG00000184216.15	IRAK1	IRAK1-202	protein_coding	1	0	1.0	0.3938294010889292
ENST00000453372.7	ENSG00000171466.10	ZNF562	ZNF562-202	protein_coding	1	0	0.6901041666666666	0.39375
ENST00000496856.6	ENSG00000121864.10	ZNF639	ZNF639-209	protein_coding	1	0	1.0	0.39356814701378257
ENST00000651943.2	ENSG00000198589.15	LRBA	LRBA-219	protein_coding	1	0	0.9544159544159544	0.39349775784753366
ENST00000542638.5	ENSG00000012660.14	ELOVL5	ELOVL5-207	protein_coding	1	0	1.0	0.3934226552984166
ENST00000600659.3	ENSG00000233927.5	RPS28	RPS28-203	protein_coding	1	0	0.9395973154362416	0.39285714285714285
ENST00000646987.1	ENSG00000285303.1	ENSG00000285303	ENST00000646987	transcribed_unprocessed_pseudogene	1	0	1.0	0.39267015706806285
ENST00000265339.7	ENSG00000119048.9	UBE2B	UBE2B-201	protein_coding	1	0	1.0	0.39228295819935693
ENST00000272402.2	ENSG00000144021.3	CIAO1	CIAO1-201	retained_intron	1	0	0.6377551020408163	0.392
ENST00000452564.1	ENSG00000115020.17	PIKFYVE	PIKFYVE-207	protein_coding	1	0	0.32819582955575705	0.39196872778962333
ENST00000567165.5	ENSG00000102897.10	LYRM1	LYRM1-207	nonsense_mediated_decay	1	0	1.0	0.39184397163120566
ENST00000535420.6	ENSG00000160685.14	ZBTB7B	ZBTB7B-205	protein_coding	1	0	1.0	0.39184177997527814
ENST00000221265.8	ENSG00000006712.15	PAF1	PAF1-201	protein_coding	1	0	0.9529411764705882	0.391705069124424
ENST00000465315.1	ENSG00000136710.10	CCDC115	CCDC115-204	retained_intron	1	0	0.7216494845360825	0.3911290322580645
ENST00000460311.1	ENSG00000168288.13	MMADHC	MMADHC-204	protein_coding_CDS_not_defined	1	0	0.975	0.3901840490797546
ENST00000675708.1	ENSG00000170558.10	CDH2	CDH2-209	nonsense_mediated_decay	1	0	0.9490740740740741	0.3898916967509025
ENST00000798200.1	ENSG00000303940.1	ENSG00000303940	ENST00000798200	lncRNA	1	0	0.6612466124661247	0.38924050632911394
ENST00000690796.3	ENSG00000289609.3	ENSG00000289609	ENST00000690796	lncRNA	1	0	0.6304347826086957	0.38860103626943004
ENST00000416762.7	ENSG00000063046.18	EIF4B	EIF4B-202	protein_coding	1	0	0.9749216300940439	0.38855054811205847
ENST00000225573.5	ENSG00000108439.11	PNPO	PNPO-201	protein_coding	1	0	0.8155737704918032	0.3885245901639344
ENST00000413971.5	ENSG00000077097.17	TOP2B	TOP2B-202	nonsense_mediated_decay	1	0	0.9935483870967742	0.38847117794486213
ENST00000461869.5	ENSG00000183431.12	SF3A3	SF3A3-203	protein_coding_CDS_not_defined	1	0	0.8962264150943396	0.3882783882783883
ENST00000325234.5	ENSG00000149782.13	PLCB3	PLCB3-202	protein_coding	1	0	0.7288888888888889	0.3880070546737213
ENST00000688933.1	ENSG00000092148.14	HECTD1	HECTD1-222	nonsense_mediated_decay	1	0	0.6593886462882096	0.3879310344827586
ENST00000498274.5	ENSG00000081154.12	PCNP	PCNP-207	nonsense_mediated_decay	1	0	0.8217054263565892	0.3875878220140515
ENST00000229239.10	ENSG00000111640.15	GAPDH	GAPDH-201	protein_coding	1	0	0.8247863247863247	0.3875838926174497
ENST00000491614.6	ENSG00000165609.14	NUDT5	NUDT5-207	protein_coding	1	0	0.8194444444444444	0.3874538745387454
ENST00000475946.5	ENSG00000124782.21	RREB1	RREB1-207	retained_intron	1	0	0.6308243727598566	0.38687150837988826
ENST00000344726.10	ENSG00000118418.16	HMGN3	HMGN3-202	protein_coding	1	0	0.9716312056737588	0.3868312757201646
ENST00000451497.2	ENSG00000293339.1	ENSG00000293339	ENST00000451497	lncRNA	1	0	1.0	0.3865979381443299
ENST00000295066.3	ENSG00000162961.14	DPY30	DPY30-201	protein_coding	1	0	0.6430594900849859	0.3865638766519824
ENST00000665598.1	ENSG00000238197.9	PAXBP1-AS1	PAXBP1-AS1-213	lncRNA	1	0	0.9589442815249267	0.3859250851305335
ENST00000778562.1	ENSG00000301381.1	ENSG00000301381	ENST00000778562	lncRNA	1	0	0.8685446009389671	0.3858695652173913
ENST00000338779.11	ENSG00000132613.16	MTSS2	MTSS2-201	protein_coding	1	0	0.9333333333333333	0.3852760736196319
ENST00000648008.1	ENSG00000092140.16	G2E3	G2E3-215	nonsense_mediated_decay	1	0	1.0	0.38509316770186336
ENST00000422660.6	ENSG00000136104.22	RNASEH2B	RNASEH2B-202	protein_coding	1	0	0.8028169014084507	0.38482384823848237
ENST00000366991.5	ENSG00000143476.18	DTL	DTL-201	protein_coding	1	0	0.8994413407821229	0.38461538461538464
ENST00000710933.1	ENSG00000251562.13	MALAT1	MALAT1-248	lncRNA	1	0	1.0	0.3839080459770115
ENST00000306024.4	ENSG00000170860.4	LSM3	LSM3-201	protein_coding	1	0	1.0	0.3838582677165354
ENST00000368564.7	ENSG00000196911.12	KPNA5	KPNA5-202	protein_coding	1	0	0.6869565217391305	0.38375973303670746
ENST00000719508.1	ENSG00000293855.1	ENSG00000293855	ENST00000719508	lncRNA	1	0	0.32978723404255317	0.3820803295571576
ENST00000620941.2	ENSG00000112081.18	SRSF3	SRSF3-208	protein_coding	1	0	1.0	0.38154269972451793
ENST00000556701.5	ENSG00000100867.15	DHRS2	DHRS2-207	retained_intron	1	0	1.0	0.3811188811188811
ENST00000399494.5	ENSG00000189403.15	HMGB1	HMGB1-205	protein_coding	1	0	0.9465875370919882	0.3804100227790433
ENST00000706765.1	ENSG00000117724.15	CENPF	CENPF-207	protein_coding	1	0	1.0	0.3803921568627451
ENST00000531224.6	ENSG00000029363.17	BCLAF1	BCLAF1-214	protein_coding	1	0	1.0	0.3801369863013699
ENST00000432087.5	ENSG00000123485.12	HJURP	HJURP-204	protein_coding	1	0	0.988	0.3799392097264438
ENST00000468895.6	ENSG00000087460.29	GNAS	GNAS-226	protein_coding	1	0	0.9306930693069307	0.3789868667917448
ENST00000536078.1	ENSG00000087274.19	ADD1	ADD1-220	retained_intron	1	0	0.9659863945578231	0.3788659793814433
ENST00000340934.10	ENSG00000162819.12	BROX	BROX-201	protein_coding	1	0	0.9776536312849162	0.37883597883597886
ENST00000463232.5	ENSG00000223367.6	RPS18	RPS18-210	retained_intron	1	0	1.0	0.37777777777777777
ENST00000643927.1	ENSG00000166501.14	PRKCB	PRKCB-210	protein_coding	1	0	1.0	0.3776978417266187
ENST00000361171.8	ENSG00000196814.15	MVB12B	MVB12B-201	protein_coding	1	0	1.0	0.37735849056603776
ENST00000713639.1	ENSG00000134982.19	APC	APC-214	protein_coding	1	0	1.0	0.37735849056603776
ENST00000216832.9	ENSG00000100941.9	PNN	PNN-201	protein_coding	1	0	1.0	0.3772132409545804
ENST00000587327.5	ENSG00000130175.10	PRKCSH	PRKCSH-205	protein_coding	1	0	0.926605504587156	0.37694974003466203
ENST00000615640.1	ENSG00000278613.4	NAIP	NAIP-222	retained_intron	1	0	0.9303030303030303	0.3767123287671233
ENST00000710848.1	ENSG00000251562.13	MALAT1	MALAT1-218	lncRNA	1	0	1.0	0.37667560321715815
ENST00000389805.9	ENSG00000161011.20	SQSTM1	SQSTM1-202	protein_coding	1	0	1.0	0.3765432098765432
ENST00000593098.5	ENSG00000078142.14	PIK3C3	PIK3C3-215	retained_intron	1	0	1.0	0.3764705882352941
ENST00000695652.1	ENSG00000125730.18	C3	C3-220	protein_coding	1	0	1.0	0.37632776934749623
ENST00000271690.12	ENSG00000143420.19	ENSA	ENSA-201	protein_coding	1	0	0.9847094801223242	0.3751438434982739
ENST00000248450.9	ENSG00000127837.10	AAMP	AAMP-201	protein_coding	1	0	0.9722222222222222	0.375
ENST00000378513.7	ENSG00000157916.20	RER1	RER1-203	protein_coding	1	0	0.7773654916512059	0.3749128919860627
ENST00000332050.10	ENSG00000182944.18	EWSR1	EWSR1-203	protein_coding	1	0	1.0	0.37410071942446044
ENST00000469475.1	ENSG00000108671.11	PSMD11	PSMD11-203	retained_intron	1	0	1.0	0.3738601823708207
ENST00000371429.4	ENSG00000058804.12	NDC1	NDC1-201	protein_coding	1	0	0.9932885906040269	0.37326607818411095
ENST00000650850.1	ENSG00000286147.1	ENSG00000286147	ENST00000650850	lncRNA	1	0	0.6781609195402298	0.37302725968436157
ENST00000682131.1	ENSG00000113312.12	TTC1	TTC1-206	protein_coding	1	0	1.0	0.37293233082706767
ENST00000679166.1	ENSG00000168610.17	STAT3	STAT3-248	protein_coding	1	0	0.9762532981530343	0.37289812067260136
ENST00000447654.5	ENSG00000137309.21	HMGA1	HMGA1-205	protein_coding	1	0	0.8072289156626506	0.3721973094170404
ENST00000621635.4	ENSG00000010671.18	BTK	BTK-208	protein_coding	1	0	1.0	0.37209302325581395
ENST00000310441.12	ENSG00000172534.14	HCFC1	HCFC1-201	protein_coding	1	0	0.8656126482213439	0.3716417910447761
ENST00000533682.2	ENSG00000172409.7	CLP1	CLP1-205	protein_coding	1	0	1.0	0.37131367292225204
ENST00000481782.1	ENSG00000132780.17	NASP	NASP-210	retained_intron	1	0	1.0	0.3712121212121212
ENST00000392061.6	ENSG00000218739.10	CEBPZOS	CEBPZOS-201	protein_coding	1	0	0.9475806451612904	0.3701492537313433
ENST00000566624.5	ENSG00000174444.15	RPL4	RPL4-213	retained_intron	1	0	0.9329268292682927	0.3698630136986301
ENST00000397708.1	ENSG00000160294.11	MCM3AP	MCM3AP-202	protein_coding	1	0	0.8699186991869918	0.36875
ENST00000681711.1	ENSG00000083312.19	TNPO1	TNPO1-219	nonsense_mediated_decay	1	0	0.965	0.3685185185185185
ENST00000487944.5	ENSG00000117682.18	DHDDS	DHDDS-211	retained_intron	1	0	0.2710843373493976	0.36830357142857145
ENST00000260818.11	ENSG00000138246.17	DNAJC13	DNAJC13-201	protein_coding	1	0	0.9615384615384616	0.36827195467422097
ENST00000607772.6	ENSG00000153721.19	CNKSR3	CNKSR3-205	protein_coding	1	0	0.14511873350923482	0.3679611650485437
ENST00000699994.1	ENSG00000144674.19	GOLGA4	GOLGA4-212	protein_coding	1	0	1.0	0.36771300448430494
ENST00000383718.7	ENSG00000163681.17	SLMAP	SLMAP-203	protein_coding	1	0	1.0	0.36764705882352944
ENST00000706569.1	ENSG00000144674.19	GOLGA4	GOLGA4-216	protein_coding	1	0	1.0	0.3668639053254438
ENST00000466894.5	ENSG00000115307.17	AUP1	AUP1-206	retained_intron	1	0	1.0	0.3659090909090909
ENST00000487938.5	ENSG00000026025.16	VIM	VIM-206	nonsense_mediated_decay	1	0	0.9752066115702479	0.36570561456752654
ENST00000541817.5	ENSG00000072609.18	CHFR	CHFR-220	protein_coding	1	0	1.0	0.3655913978494624
ENST00000578090.5	ENSG00000108578.15	BLMH	BLMH-205	nonsense_mediated_decay	1	0	0.9883268482490273	0.3655761024182077
ENST00000687014.1	ENSG00000168137.20	SETD5	SETD5-235	retained_intron	1	0	0.918918918918919	0.3651315789473684
ENST00000655855.1	ENSG00000247708.9	STX18-AS1	STX18-AS1-209	lncRNA	1	0	0.26936026936026936	0.36254980079681276
ENST00000430857.5	ENSG00000106351.13	AGFG2	AGFG2-203	nonsense_mediated_decay	1	0	0.9911111111111112	0.36180499597099114
ENST00000251195.9	ENSG00000092853.14	CLSPN	CLSPN-201	protein_coding	1	0	0.9655172413793104	0.36174636174636177
ENST00000309295.9	ENSG00000173442.13	EHBP1L1	EHBP1L1-201	protein_coding	1	0	0.8321167883211679	0.36141304347826086
ENST00000340417.8	ENSG00000189308.11	LIN54	LIN54-201	protein_coding	1	0	1.0	0.36038961038961037
ENST00000527522.1	ENSG00000149262.19	INTS4	INTS4-204	protein_coding	1	0	0.8571428571428571	0.3603053435114504
ENST00000586313.1	ENSG00000126261.13	UBA2	UBA2-203	nonsense_mediated_decay	1	0	0.9703389830508474	0.3597560975609756
ENST00000514682.5	ENSG00000145425.10	RPS3A	RPS3A-212	protein_coding	1	0	0.48863636363636365	0.35918367346938773
ENST00000454128.3	ENSG00000232884.12	ENSG00000232884	ENST00000454128	lncRNA	1	0	0.9557522123893806	0.35873015873015873
ENST00000486911.2	ENSG00000155621.15	C9orf85	C9orf85-206	protein_coding	1	0	1.0	0.35864978902953587
ENST00000622353.4	ENSG00000213066.14	CEP43	CEP43-207	protein_coding	1	0	1.0	0.35797665369649806
ENST00000448333.1	ENSG00000136636.13	KCTD3	KCTD3-202	protein_coding	1	0	0.7681159420289855	0.35789473684210527
ENST00000452421.5	ENSG00000116209.12	TMEM59	TMEM59-208	protein_coding	1	0	0.9348837209302325	0.35785953177257523
ENST00000652527.1	ENSG00000230590.13	FTX	FTX-230	lncRNA	1	0	0.5833333333333334	0.35785953177257523
ENST00000678508.1	ENSG00000156508.20	EEF1A1	EEF1A1-219	protein_coding	1	0	1.0	0.3576017130620985
ENST00000677467.1	ENSG00000181163.14	NPM1	NPM1-220	retained_intron	1	0	1.0	0.3575949367088608
